Customer_ID,Status_Checking_Acc,Duration_in_Months,Credit_History,Purposre_Credit_Taken,Credit_Amount,Savings_Acc,Years_At_Present_Employment,Inst_Rt_Income,Marital_Status_Gender,Other_Debtors_Guarantors,Current_Address_Yrs,Property,Age,Other_Inst_Plans,Housing,Num_CC,Job,Dependents,Telephone,Foreign_Worker,Default_On_Payment,Customer_ID,Status score,credit history score,Credit_Amount score,savings score,Years_At_Present_Employment score,Other_Debtors_Guarantors score,Current_Address_Yrs score,Job score,Property score,Score pondéré,Score pondéré binaire
100618,… < 0 USD,6,critical account/other credits existing(not at this bank),car (new),3676,… < 1000 USD,1 <= … < 4 years,1,male  single,none,3,real estate,37,none,rent,3,skilled employee / official,2,none,yes,Defaulted,100618,1,0,1,0,1,0,1,1,3,0.73,0
100619,0 <= … < 10000,30,existing credits paid back duly till now,furniture/equipment,3441,1000 <= … < 5000 USD,1 <= … < 4 years,2,female divorced/separated/married,co-applicant,4,"car or other, not in attribute 6",21,none,rent,1,skilled employee / official,1,none,yes,No Default,100619,2,1,1,1,1,1,1,1,1,1.20,1
100620,no checking account,12,existing credits paid back duly till now,car (new),640,… < 1000 USD,1 <= … < 4 years,4,male  divorced/separated,none,2,real estate,49,none,own,1,unskilled - resident,1,none,yes,Defaulted,100620,0,1,2,0,1,0,0,0,3,0.71,0
100621,0 <= … < 10000,21,critical account/other credits existing(not at this bank),business,3652,… < 1000 USD,4 <= … < 7 years,2,male  single,none,3,building society savings agreement/life insurance,27,none,own,2,skilled employee / official,1,none,yes,Defaulted,100621,2,0,1,0,2,0,1,1,2,0.98,1
100622,no checking account,18,critical account/other credits existing(not at this bank),car (new),1530,… < 1000 USD,1 <= … < 4 years,3,male  single,none,2,building society savings agreement/life insurance,32,bank,own,2,skilled employee / official,1,none,yes,No Default,100622,0,0,2,0,1,0,0,1,2,0.51,0
100623,no checking account,48,existing credits paid back duly till now,business,3914,unknown/ no savings account,1 <= … < 4 years,4,male  divorced/separated,none,2,real estate,38,bank,own,1,skilled employee / official,1,none,yes,No Default,100623,0,1,1,0,1,0,0,1,3,0.63,0
100624,… < 0 USD,12,existing credits paid back duly till now,furniture/equipment,1858,… < 1000 USD,… < 1 year,4,female divorced/separated/married,none,1,"car or other, not in attribute 6",22,none,rent,1,skilled employee / official,1,none,yes,Defaulted,100624,1,1,2,0,0,0,0,1,1,0.76,0
100625,… < 0 USD,18,existing credits paid back duly till now,radio/television,2600,… < 1000 USD,1 <= … < 4 years,4,male  single,none,4,unknown / no property,65,none,for free,2,skilled employee / official,1,none,yes,No Default,100625,1,1,2,0,1,0,1,1,0,0.91,1
100626,no checking account,15,existing credits paid back duly till now,radio/television,1979,unknown/ no savings account,.. >= 7 years,4,male  single,none,2,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,none,yes,Defaulted,100626,0,1,2,0,3,0,0,1,1,0.86,0
100627,… >= 10000 USD,6,existing credits paid back duly till now,furniture/equipment,2116,… < 1000 USD,1 <= … < 4 years,2,male  single,none,2,real estate,41,none,own,1,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100627,3,1,2,0,1,0,0,1,3,1.36,1
100628,0 <= … < 10000,9,all credits at this bank paid back duly,car (new),1437,1000 <= … < 5000 USD,4 <= … < 7 years,2,male  single,none,3,unknown / no property,29,none,own,1,skilled employee / official,1,none,yes,No Default,100628,2,1,2,1,2,0,1,1,0,1.31,1
100629,no checking account,42,critical account/other credits existing(not at this bank),furniture/equipment,4042,5000 <= … < 10000 USD,1 <= … < 4 years,4,male  single,none,4,real estate,36,none,own,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100629,0,0,1,2,1,0,1,1,3,0.73,0
100630,no checking account,9,existing credits paid back duly till now,education,3832,unknown/ no savings account,.. >= 7 years,1,male  single,none,4,real estate,64,none,own,1,unskilled - resident,1,none,yes,Defaulted,100630,0,1,1,0,3,0,1,0,3,0.88,0
100631,… < 0 USD,24,existing credits paid back duly till now,radio/television,3660,… < 1000 USD,1 <= … < 4 years,2,female divorced/separated/married,none,4,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,Defaulted,100631,1,1,1,0,1,0,1,1,1,0.83,0
100632,… < 0 USD,18,all credits at this bank paid back duly,furniture/equipment,1553,… < 1000 USD,1 <= … < 4 years,4,male  single,none,3,"car or other, not in attribute 6",44,bank,own,1,skilled employee / official,1,none,yes,No Default,100632,1,1,2,0,1,0,1,1,1,0.96,1
100633,0 <= … < 10000,15,existing credits paid back duly till now,radio/television,1444,unknown/ no savings account,… < 1 year,4,male  single,none,1,building society savings agreement/life insurance,23,none,own,1,skilled employee / official,1,none,yes,Defaulted,100633,2,1,2,0,0,0,0,1,2,1.01,1
100634,no checking account,9,existing credits paid back duly till now,furniture/equipment,1980,… < 1000 USD,… < 1 year,2,female divorced/separated/married,co-applicant,2,"car or other, not in attribute 6",19,none,rent,2,skilled employee / official,1,none,yes,No Default,100634,0,1,2,0,0,1,0,1,1,0.63,0
100635,0 <= … < 10000,24,existing credits paid back duly till now,car (new),1355,… < 1000 USD,… < 1 year,3,female divorced/separated/married,none,4,"car or other, not in attribute 6",25,none,own,1,unskilled - resident,1,"yes, registered under the customer’s name",yes,No Default,100635,2,1,2,0,0,0,1,0,1,1.01,1
100636,no checking account,12,existing credits paid back duly till now,education,1393,… < 1000 USD,.. >= 7 years,4,male  single,none,4,building society savings agreement/life insurance,47,bank,own,3,skilled employee / official,2,"yes, registered under the customer’s name",yes,Defaulted,100636,0,1,2,0,3,0,1,1,2,1.01,1
100637,no checking account,24,existing credits paid back duly till now,radio/television,1376,5000 <= … < 10000 USD,4 <= … < 7 years,4,female divorced/separated/married,none,1,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,none,yes,Defaulted,100637,0,1,2,2,2,0,0,1,1,0.96,1
100638,no checking account,60,delay in paying off in the past,radio/television,15653,… < 1000 USD,4 <= … < 7 years,2,male  single,none,4,"car or other, not in attribute 6",21,none,own,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100638,0,0,0,0,2,0,1,1,1,0.40,0
100639,no checking account,12,existing credits paid back duly till now,radio/television,1493,… < 1000 USD,… < 1 year,4,female divorced/separated/married,none,3,"car or other, not in attribute 6",34,none,own,1,skilled employee / official,2,none,yes,Defaulted,100639,0,1,2,0,0,0,1,1,1,0.66,0
100640,… < 0 USD,42,delay in paying off in the past,radio/television,4370,… < 1000 USD,4 <= … < 7 years,3,male  single,none,2,building society savings agreement/life insurance,26,bank,own,2,skilled employee / official,2,"yes, registered under the customer’s name",yes,No Default,100640,1,0,1,0,2,0,0,1,2,0.68,0
100641,… < 0 USD,18,existing credits paid back duly till now,education,750,… < 1000 USD,unemployed,4,female divorced/separated/married,none,1,real estate,27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,No Default,100641,1,1,2,0,0,0,0,0,3,0.81,0
100642,0 <= … < 10000,15,existing credits paid back duly till now,repairs,1308,… < 1000 USD,.. >= 7 years,4,male  single,none,4,"car or other, not in attribute 6",38,none,own,2,unskilled - resident,1,none,yes,Defaulted,100642,2,1,2,0,3,0,1,0,1,1.31,1
100643,no checking account,15,existing credits paid back duly till now,education,4623,1000 <= … < 5000 USD,1 <= … < 4 years,3,male  single,none,2,building society savings agreement/life insurance,40,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,No Default,100643,0,1,1,1,1,0,0,2,2,0.73,0
100644,no checking account,24,critical account/other credits existing(not at this bank),radio/television,1851,… < 1000 USD,4 <= … < 7 years,4,male  married/widowed,guarantor,2,"car or other, not in attribute 6",33,none,own,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100644,0,0,2,0,2,2,0,1,1,0.70,0
100645,… < 0 USD,18,critical account/other credits existing(not at this bank),radio/television,1880,… < 1000 USD,4 <= … < 7 years,4,male  married/widowed,none,1,building society savings agreement/life insurance,32,none,own,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100645,1,0,2,0,2,0,0,2,2,0.86,0
100646,no checking account,36,delay in paying off in the past,business,7980,unknown/ no savings account,… < 1 year,4,male  single,none,4,"car or other, not in attribute 6",27,none,rent,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,No Default,100646,0,0,1,0,0,0,1,1,1,0.33,0
100647,… < 0 USD,30,no credits taken/all credits paid back duly,furniture/equipment,4583,… < 1000 USD,1 <= … < 4 years,2,male  divorced/separated,guarantor,2,real estate,32,none,own,2,skilled employee / official,1,none,yes,Defaulted,100647,1,2,1,0,1,2,0,1,3,1.17,1
100648,no checking account,12,existing credits paid back duly till now,car (new),1386,5000 <= … < 10000 USD,1 <= … < 4 years,2,female divorced/separated/married,none,2,building society savings agreement/life insurance,26,none,own,1,skilled employee / official,1,none,yes,No Default,100648,0,1,2,2,1,0,0,1,2,0.91,1
100649,… >= 10000 USD,24,existing credits paid back duly till now,car (new),947,… < 1000 USD,4 <= … < 7 years,4,male  single,none,3,unknown / no property,38,bank,for free,1,skilled employee / official,2,none,yes,No Default,100649,3,1,2,0,2,0,1,1,0,1.41,1
100650,… < 0 USD,12,existing credits paid back duly till now,education,684,… < 1000 USD,1 <= … < 4 years,4,male  single,none,4,"car or other, not in attribute 6",40,none,rent,1,unskilled - resident,2,none,yes,No Default,100650,1,1,2,0,1,0,1,0,1,0.91,1
100651,… < 0 USD,48,existing credits paid back duly till now,education,7476,… < 1000 USD,4 <= … < 7 years,4,male  single,none,1,unknown / no property,50,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100651,1,1,1,0,2,0,0,2,0,0.83,0
100652,0 <= … < 10000,12,existing credits paid back duly till now,furniture/equipment,1922,… < 1000 USD,1 <= … < 4 years,4,male  single,none,2,building society savings agreement/life insurance,37,none,own,1,unskilled - resident,1,none,yes,No Default,100652,2,1,2,0,1,0,0,0,2,1.06,1
100653,… < 0 USD,24,existing credits paid back duly till now,car (new),2303,… < 1000 USD,.. >= 7 years,4,male  single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,none,yes,No Default,100653,1,1,2,0,3,1,0,1,3,1.23,1
100654,0 <= … < 10000,36,delay in paying off in the past,car (new),8086,1000 <= … < 5000 USD,.. >= 7 years,2,male  single,none,4,"car or other, not in attribute 6",42,none,own,4,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,No Default,100654,2,0,1,1,3,0,1,2,1,1.18,1
100655,no checking account,24,critical account/other credits existing(not at this bank),car (used),2346,… < 1000 USD,4 <= … < 7 years,4,male  single,none,3,"car or other, not in attribute 6",35,none,own,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100655,0,0,2,0,2,0,1,1,1,0.66,0
100656,… < 0 USD,14,existing credits paid back duly till now,car (new),3973,… < 1000 USD,unemployed,1,male  single,none,4,unknown / no property,22,none,for free,1,skilled employee / official,1,none,yes,Defaulted,100656,1,1,1,0,0,0,1,1,0,0.68,0
100657,0 <= … < 10000,12,existing credits paid back duly till now,car (new),888,… < 1000 USD,.. >= 7 years,4,male  single,none,4,"car or other, not in attribute 6",41,bank,own,1,unskilled - resident,2,none,yes,No Default,100657,2,1,2,0,3,0,1,0,1,1.31,1
100658,no checking account,48,existing credits paid back duly till now,radio/television,10222,unknown/ no savings account,4 <= … < 7 years,4,male  single,none,3,"car or other, not in attribute 6",37,stores,own,1,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100658,0,1,0,0,2,0,1,1,1,0.60,0
100659,0 <= … < 10000,30,no credits taken/all credits paid back duly,business,4221,… < 1000 USD,1 <= … < 4 years,2,female divorced/separated/married,none,1,"car or other, not in attribute 6",28,none,own,2,skilled employee / official,1,none,yes,Defaulted,100659,2,2,1,0,1,0,0,1,1,1.13,1
100660,0 <= … < 10000,18,critical account/other credits existing(not at this bank),furniture/equipment,6361,… < 1000 USD,.. >= 7 years,2,male  single,none,1,unknown / no property,41,none,own,1,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100660,2,0,1,0,3,0,0,1,0,0.88,0
100661,… >= 10000 USD,12,existing credits paid back duly till now,radio/television,1297,… < 1000 USD,1 <= … < 4 years,3,male  married/widowed,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,Defaulted,100661,3,1,2,0,1,0,1,1,3,1.46,1
100662,… < 0 USD,12,existing credits paid back duly till now,car (new),900,unknown/ no savings account,1 <= … < 4 years,4,male  married/widowed,none,2,"car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,none,yes,No Default,100662,1,1,2,0,1,0,0,1,1,0.86,0
100663,no checking account,21,existing credits paid back duly till now,furniture/equipment,2241,… < 1000 USD,.. >= 7 years,4,male  single,none,2,real estate,50,none,own,2,skilled employee / official,1,none,yes,Defaulted,100663,0,1,2,0,3,0,0,1,3,0.96,1
100664,0 <= … < 10000,6,delay in paying off in the past,furniture/equipment,1050,… < 1000 USD,unemployed,4,male  single,none,1,building society savings agreement/life insurance,35,stores,own,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100664,2,0,2,0,0,0,0,2,2,0.86,0
100665,… >= 10000 USD,6,critical account/other credits existing(not at this bank),education,1047,… < 1000 USD,1 <= … < 4 years,2,female divorced/separated/married,none,4,building society savings agreement/life insurance,50,none,own,1,unskilled - resident,1,none,yes,Defaulted,100665,3,0,2,0,1,0,1,0,2,1.16,1
100666,no checking account,24,critical account/other credits existing(not at this bank),others,6314,… < 1000 USD,unemployed,4,male  single,co-applicant,2,unknown / no property,27,bank,own,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100666,0,0,1,0,0,1,0,2,0,0.30,0
100667,0 <= … < 10000,30,all credits at this bank paid back duly,furniture/equipment,3496,.. >= 10000 USD,1 <= … < 4 years,4,male  single,none,2,"car or other, not in attribute 6",34,stores,own,1,skilled employee / official,2,"yes, registered under the customer’s name",yes,Defaulted,100667,2,1,1,3,1,0,0,1,1,1.23,1
100668,no checking account,48,all credits at this bank paid back duly,business,3609,… < 1000 USD,1 <= … < 4 years,1,female divorced/separated/married,none,1,real estate,27,stores,own,1,skilled employee / official,1,none,yes,Defaulted,100668,0,1,1,0,1,0,0,1,3,0.63,0
100669,… < 0 USD,12,critical account/other credits existing(not at this bank),car (new),4843,… < 1000 USD,.. >= 7 years,3,male  single,co-applicant,4,building society savings agreement/life insurance,43,none,rent,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,No Default,100669,1,0,1,0,3,1,1,1,2,0.95,1
100670,… >= 10000 USD,30,critical account/other credits existing(not at this bank),radio/television,3017,… < 1000 USD,.. >= 7 years,4,male  single,none,4,building society savings agreement/life insurance,47,none,own,1,skilled employee / official,1,none,yes,Defaulted,100670,3,0,1,0,3,0,1,1,2,1.28,1
100671,no checking account,24,critical account/other credits existing(not at this bank),business,4139,1000 <= … < 5000 USD,1 <= … < 4 years,3,male  single,none,3,building society savings agreement/life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under the customer’s name",yes,Defaulted,100671,0,0,1,1,1,0,1,0,2,0.53,0
100672,no checking account,36,existing credits paid back duly till now,business,5742,1000 <= … < 5000 USD,4 <= … < 7 years,2,male  single,none,2,"car or other, not in attribute 6",31,none,own,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100672,0,1,1,1,2,0,0,1,1,0.73,0
100673,no checking account,60,existing credits paid back duly till now,car (new),10366,… < 1000 USD,.. >= 7 years,2,male  single,none,4,building society savings agreement/life insurance,42,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100673,0,1,0,0,3,0,1,2,2,0.80,0
100674,no checking account,6,critical account/other credits existing(not at this bank),car (new),2080,5000 <= … < 10000 USD,1 <= … < 4 years,1,male  married/widowed,none,2,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,Defaulted,100674,0,0,2,2,1,0,0,1,1,0.66,0
100675,no checking account,21,delay in paying off in the past,business,2580,5000 <= … < 10000 USD,… < 1 year,4,male  single,none,2,real estate,41,bank,own,1,unskilled - resident,2,none,yes,No Default,100675,0,0,2,2,0,0,0,0,3,0.61,0
100676,no checking account,30,critical account/other credits existing(not at this bank),radio/television,4530,… < 1000 USD,4 <= … < 7 years,4,female divorced/separated/married,none,4,"car or other, not in attribute 6",26,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100676,0,0,1,0,2,0,1,2,1,0.58,0
100677,no checking account,24,critical account/other credits existing(not at this bank),furniture/equipment,5150,… < 1000 USD,.. >= 7 years,4,male  single,none,4,"car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100677,0,0,1,0,3,0,1,1,1,0.63,0
100678,0 <= … < 10000,72,existing credits paid back duly till now,radio/television,5595,1000 <= … < 5000 USD,1 <= … < 4 years,2,male  married/widowed,none,2,"car or other, not in attribute 6",24,none,own,1,skilled employee / official,1,none,yes,No Default,100678,2,1,1,1,1,0,0,1,1,1.03,1
100679,… < 0 USD,24,existing credits paid back duly till now,radio/television,2384,… < 1000 USD,.. >= 7 years,4,male  single,none,4,real estate,64,bank,rent,1,unskilled - resident,1,none,yes,Defaulted,100679,1,1,2,0,3,0,1,0,3,1.21,1
100680,no checking account,18,existing credits paid back duly till now,radio/television,1453,… < 1000 USD,… < 1 year,3,female divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee / official,1,none,yes,Defaulted,100680,0,1,2,0,0,0,0,1,3,0.66,0
100681,no checking account,6,existing credits paid back duly till now,education,1538,… < 1000 USD,… < 1 year,1,female divorced/separated/married,none,2,unknown / no property,56,none,own,1,skilled employee / official,1,none,yes,Defaulted,100681,0,1,2,0,0,0,0,1,0,0.51,0
100682,no checking account,12,existing credits paid back duly till now,radio/television,2279,unknown/ no savings account,1 <= … < 4 years,4,male  single,none,4,unknown / no property,37,none,for free,1,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100682,0,1,2,0,1,0,1,1,0,0.71,0
100683,no checking account,15,delay in paying off in the past,radio/television,1478,… < 1000 USD,1 <= … < 4 years,4,male  married/widowed,none,3,real estate,33,bank,own,2,skilled employee / official,1,none,yes,Defaulted,100683,0,0,2,0,1,0,1,1,3,0.66,0
100684,no checking account,24,critical account/other credits existing(not at this bank),radio/television,5103,… < 1000 USD,… < 1 year,3,male  married/widowed,none,3,unknown / no property,47,none,for free,3,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100684,0,0,1,0,0,0,1,1,0,0.28,0
100685,0 <= … < 10000,36,delay in paying off in the past,business,9857,1000 <= … < 5000 USD,4 <= … < 7 years,1,male  single,none,3,building society savings agreement/life insurance,31,none,own,2,unskilled - resident,2,"yes, registered under the customer’s name",yes,Defaulted,100685,2,0,1,1,2,0,1,0,2,1.03,1
100686,no checking account,60,existing credits paid back duly till now,car (new),6527,unknown/ no savings account,1 <= … < 4 years,4,male  single,none,4,unknown / no property,34,none,for free,1,skilled employee / official,2,"yes, registered under the customer’s name",yes,Defaulted,100686,0,1,1,0,1,0,1,1,0,0.58,0
100687,… >= 10000 USD,10,critical account/other credits existing(not at this bank),radio/television,1347,unknown/ no savings account,4 <= … < 7 years,4,male  single,none,2,building society savings agreement/life insurance,27,none,own,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100687,3,0,2,0,2,0,0,1,2,1.21,1
100688,0 <= … < 10000,36,delay in paying off in the past,car (new),2862,1000 <= … < 5000 USD,.. >= 7 years,4,male  single,none,3,unknown / no property,30,none,for free,1,skilled employee / official,1,none,yes,Defaulted,100688,2,0,2,1,3,0,1,1,0,1.21,1
100689,no checking account,9,existing credits paid back duly till now,radio/television,2753,1000 <= … < 5000 USD,.. >= 7 years,3,male  single,co-applicant,4,"car or other, not in attribute 6",35,none,own,1,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100689,0,1,2,1,3,1,1,1,1,1.13,1
100690,… < 0 USD,12,existing credits paid back duly till now,car (new),3651,.. >= 10000 USD,1 <= … < 4 years,1,male  single,none,3,building society savings agreement/life insurance,31,none,own,1,skilled employee / official,2,none,yes,Defaulted,100690,1,1,1,3,1,0,1,1,2,1.18,1
100691,… < 0 USD,15,critical account/other credits existing(not at this bank),furniture/equipment,975,… < 1000 USD,1 <= … < 4 years,2,male  divorced/separated,none,3,building society savings agreement/life insurance,25,none,own,2,skilled employee / official,1,none,yes,Defaulted,100691,1,0,2,0,1,0,1,1,2,0.81,0
100692,0 <= … < 10000,15,existing credits paid back duly till now,repairs,2631,1000 <= … < 5000 USD,1 <= … < 4 years,3,female divorced/separated/married,none,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,Defaulted,100692,2,1,2,1,1,0,0,0,3,1.21,1
100693,0 <= … < 10000,24,existing credits paid back duly till now,radio/television,2896,1000 <= … < 5000 USD,… < 1 year,2,male  single,none,1,"car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,yes,Defaulted,100693,2,1,2,1,0,0,0,1,1,1.06,1
100694,… < 0 USD,6,critical account/other credits existing(not at this bank),car (new),4716,unknown/ no savings account,… < 1 year,1,male  single,none,3,real estate,44,none,own,2,unskilled - resident,2,none,yes,Defaulted,100694,1,0,1,0,0,0,1,0,3,0.58,0
100695,no checking account,24,existing credits paid back duly till now,radio/television,2284,… < 1000 USD,4 <= … < 7 years,4,male  single,none,2,"car or other, not in attribute 6",28,none,own,1,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100695,0,1,2,0,2,0,0,1,1,0.76,0
100696,no checking account,6,existing credits paid back duly till now,car (used),1236,5000 <= … < 10000 USD,1 <= … < 4 years,2,male  single,none,4,building society savings agreement/life insurance,50,none,rent,1,skilled employee / official,1,none,yes,Defaulted,100696,0,1,2,2,1,0,1,1,2,1.01,1
100697,0 <= … < 10000,12,existing credits paid back duly till now,radio/television,1103,… < 1000 USD,4 <= … < 7 years,4,male  single,guarantor,3,real estate,29,none,own,2,skilled employee / official,1,none,no,Defaulted,100697,2,1,2,0,2,2,1,1,3,1.50,1
100698,no checking account,12,critical account/other credits existing(not at this bank),car (new),926,… < 1000 USD,unemployed,1,female divorced/separated/married,none,2,building society savings agreement/life insurance,38,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,Defaulted,100698,0,0,2,0,0,0,0,0,2,0.36,0
100699,no checking account,18,critical account/other credits existing(not at this bank),radio/television,1800,… < 1000 USD,1 <= … < 4 years,4,male  single,none,2,"car or other, not in attribute 6",24,none,own,2,skilled employee / official,1,none,yes,Defaulted,100699,0,0,2,0,1,0,0,1,1,0.46,0
100700,… >= 10000 USD,15,existing credits paid back duly till now,education,1905,… < 1000 USD,.. >= 7 years,4,male  single,none,4,"car or other, not in attribute 6",40,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100700,3,1,2,0,3,0,1,2,1,1.61,1
100701,no checking account,12,existing credits paid back duly till now,furniture/equipment,1123,5000 <= … < 10000 USD,1 <= … < 4 years,4,female divorced/separated/married,none,4,"car or other, not in attribute 6",29,none,rent,1,unskilled - resident,1,none,yes,No Default,100701,0,1,2,2,1,0,1,0,1,0.91,1
100702,… < 0 USD,48,critical account/other credits existing(not at this bank),car (used),6331,… < 1000 USD,.. >= 7 years,4,male  single,none,4,unknown / no property,46,none,for free,2,skilled employee / official,1,"yes, registered under the customer’s name",yes,No Default,100702,1,0,1,0,3,0,1,1,0,0.78,0
100703,… >= 10000 USD,24,existing credits paid back duly till now,radio/television,1377,1000 <= … < 5000 USD,.. >= 7 years,4,female divorced/separated/married,none,2,unknown / no property,47,none,for free,1,skilled employee / official,1,"yes, registered under the customer’s name",yes,Defaulted,100703,3,1,2,1,3,0,0,1,0,1.51,1
100704,0 <= … < 10000,30,delay in paying off in the past,business,2503,1000 <= … < 5000 USD,.. >= 7 years,4,male  single,none,2,building society savings agreement/life insurance,41,stores,own,2,skilled employee / official,1,none,yes,Defaulted,100704,2,0,2,1,3,0,0,1,2,1.21,1
100705,0 <= … < 10000,27,existing credits paid back duly till now,business,2528,… < 1000 USD,… < 1 year,4,female divorced/separated/married,none,1,building society savings agreement/life insurance,32,none,own,1,skilled employee / official,2,"yes, registered under the customer’s name",yes,Defaulted,100705,2,1,2,0,0,0,0,1,2,1.01,1
100706,no checking account,15,existing credits paid back duly till now,car (new),5324,5000 <= … < 10000 USD,.. >= 7 years,1,female divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,Defaulted,100706,0,1,1,2,3,0,1,1,0,0.98,1
100707,0 <= … < 10000,48,existing credits paid back duly till now,car (new),6560,1000 <= … < 5000 USD,4 <= … < 7 years,3,male  single,none,2,building society savings agreement/life insurance,24,none,own,1,skilled employee / official,1,none,yes,No Default,100707,2,1,1,1,2,0,0,1,2,1.18,1
100708,0 <= … < 10000,12,no credits taken/all credits paid back duly,furniture/equipment,2969,… < 1000 USD,… < 1 year,4,female divorced/separated/married,none,3,building society savings agreement/life insurance,25,none,rent,2,skilled employee / official,1,none,yes,No Default,100708,2,2,2,0,0,0,1,1,2,1.31,1
100709,0 <= … < 10000,9,existing credits paid back duly till now,radio/television,1206,… < 1000 USD,.. >= 7 years,4,female divorced/separated/married,none,4,real estate,25,none,own,1,skilled employee / official,1,none,yes,Defaulted,100709,2,1,2,0,3,0,1,1,3,1.46,1
100710,0 <= … < 10000,9,existing credits paid back duly till now,radio/television,2118,… < 1000 USD,1 <= … < 4 years,2,male  single,none,2,real estate,37,none,own,1,unskilled - resident,2,none,yes,Defaulted,100710,2,1,2,0,1,0,0,0,3,1.11,1
100711,no checking account,18,critical account/other credits existing(not at this bank),radio/television,629,5000 <= … < 10000 USD,.. >= 7 years,4,male  single,none,3,building society savings agreement/life insurance,32,bank,own,2,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100711,0,0,2,2,3,0,1,2,2,1.06,1
100712,… < 0 USD,6,all credits at this bank paid back duly,education,1198,… < 1000 USD,.. >= 7 years,4,female divorced/separated/married,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,none,yes,No Default,100712,1,1,2,0,3,0,1,1,0,1.11,1
100713,no checking account,21,existing credits paid back duly till now,car (used),2476,unknown/ no savings account,.. >= 7 years,4,male  single,none,4,real estate,46,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,Defaulted,100713,0,1,2,0,3,0,1,2,3,1.11,1
100714,… < 0 USD,9,critical account/other credits existing(not at this bank),radio/television,1138,… < 1000 USD,1 <= … < 4 years,4,male  single,none,4,real estate,25,none,own,2,unskilled - resident,1,none,yes,Defaulted,100714,1,0,2,0,1,0,1,0,3,0.81,0
100715,0 <= … < 10000,60,existing credits paid back duly till now,car (new),14027,… < 1000 USD,4 <= … < 7 years,4,male  single,none,2,unknown / no property,27,none,own,1,management/ self-employed/highly qualified employee/ officer,1,"yes, registered under the customer’s name",yes,No Default,100715,2,1,0,0,2,0,0,2,0,0.90,0
100716,no checking account,30,critical account/other credits existing(not at this bank),car (used),7596,unknown/ no savings account,.. >= 7 years,1,male  single,none,4,"car or other, not in attribute 6",63,none,own,2,skilled employee / official,1,none,yes,Defaulted,100716,0,0,1,0,3,0,1,1,1,0.63,0
100717,no checking account,30,critical account/other credits existing(not at this bank),radio/television,3077,unknown/ no savings account,.. >= 7 years,3,male  single,none,2,"car or other, not in attribute 6",40,none,own,2,skilled employee / official,2,"yes, registered under the customer’s name",yes,Defaulted,100717,0,0,1,0,3,0,0,1,1,0.53,0
